,movie,title,text,score,user,date,helpfulness_votes,positive_helpfulness_votes
351,The Green Mile,Brilliant ... absolutely brilliant,"This film is a masterpiece. I can not praise it enough. Although it is on a rather unpleasant subject I found it a very moving and excellent film.I haven't cried so much in a film ever before this. It is a very powerful, wonderful film. Although some parts are shocking and horrible, and the subject is distasteful, you can not be anything but moved by it's relevance and mature approach to a very controversial topic.I myself do not really enjoy Stephen King films, but I am willing to say that this film (and book by S. King) are a masterpiece.",,lacrimosa_de_magpyr,2000/02/23,2,2
352,Spider-Man 2,One of the greatest superhero movies of all time,"Rated PG-13 for stylized action violence.Now I have not seen Spiderman 3 yet but I really want to.Spiderman is my favorite superhero.He is so cool and his movies are great as well.The first Spiderman film was pretty good but it could have been better.This film however is much better than the first and also one of the greatest superhero movies of all time.The action scenes are amazing because of the use of CGI and the storyline is great as well.The film is about Peter Parker, a nerd who has an alter ego as a superhero.He must fight Doc-Ock, a professor who turned evil after his mechanical arms took over while trying to save his relationship with Mary Jane, the woman he loves.Spiderman 2 is a great superhero movie and If you haven't seen it yet, you should.",9.0,gangstahippie,2007/08/24,32,24
353,Goodfellas,Scorsese's portrait of a 'shnook' - one of his best,"GOODFELLAS (1990) **** Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino, Debi Mazar, Samuel L. Jackson, Illeana Douglas, Mike Starr, Michael Imperioli, Kevin Corrigan. Martin Scorsese's blockbuster masterpiece look at the world of organized crime based on the true-life account of Henry Hill (excellently portrayed by Liotta) and his life lessons in the Mob. Chilling and unflinchingly violent and funny (both thanks to a disturbing Pesci, Best Supporting Actor, as an out-of-control wiseguy). Brilliant direction and strong performances, as well as its nostalgic production values. Memorable Steadicam shot of The Copacabana in New York and Pesci's ""I'm funny"" uneasy scene.",,george.schmidt,2003/03/31,13,7
354,Spider-Man 2,"Sequel, Shmequel. This one tops the first in every area.","Sequels. Who needs them? Who wants them? I hate them, most of the time. Most of the time, the sequel ruins what made the first one so great. Take the Superman movies. First one, GREAT! After that, it was all down hill. Batman is another perfect example. The change in actors playing Batman/Bruce Wayne, along with the slide into fantasy instead of realism ruined the Dark Realism of the first two. Along comes Spiderman. It had a top notch story, top notch actors, and top notch plot. Although the Green Goblin costume looked too much like a kid's Halloween costume and Willem Dafoe's dialogue was a bit over the top. Okay, that's an understatement, it was way over the top. The visuals of the first were mediocre at best, to the point where you could tell what was real and fake. Still, I wondered, how could they top it? It was still superb for a comic movie. Then I see the teaser for Spiderman 2....Made me feel all tingly inside. Then the trailer. I must say, I was salivating at the mouth. Then it came. I couldn't get any better than the midnight showing of the premiere! On the Edge of my seat before the movie even began. I know, I know. I am such a dork. The intro was great. I loved the Alex Ross drawings portraying some of the important plot points of the first movie, to remind us of how Spiderman came to be. From beginning to end, this movie had me laughing, crying, cheering, and just about any other emotion you could think of. The story was amazing. For those of you who think it was a rehash of the first stories theme, yes it was, and no it wasn't. First of all, yes it was about great responsibility coming with great power, but it is also so much more. It's about being able to balance his responsibility with his life. To borrow a Christian theme, it's about serving two masters. Either God or Money, and the struggle to decide which of the two to serve. Of course, the best part of the movie is in it's heart. The action is great, but it's the vulnerable parts that really shine, like the scene where Peter reveals a secret long kept hidden to Aunt May. The writers were so much more confident in their abilities when it came to the script dialogue, and except for one instance, everything flows perfectly. The only part that feels forced into the movie is Aunt May's speech about Heroes. The acting was so much better this time around too. You really feel the struggle going on inside of Peter Parker/Tobey Maguire, and I still can't think of anybody who could play the part better. He really makes you see the struggle, the pain going on inside, and he's more sure of his ability as an actor. Kristen Dunst plays the beautiful Mary Jane like no other, still making us love her even more, and ends the movie perfectly with one statement. You can't find a better Doc Ock either. Alfred Molina really brought substance to the part, and since their is no mask to hide behind, you can see the struggle between good and evil within his face. Though, a couple of the bits of dialogue were a bit overacted. The visuals are ten times better than those in the first. Doc Ock's arms move so realistically that you'd never believe they were real puppets and not CG. Spiderman looks even more realistic than ever. His motion is so much more fluid than the in the first movie and he doesn't look all rubbery. Sam Raimi, I tip my hat off to you for perfecting Spiderman. I had my worries about you when the first one hit, but you've got my confidence that you can do it, and do it right. I have only one question for you. How can you top this one? This movie is one of those movies that everybody can enjoy and for those who don't agree with me, here's webbing in your face.",10.0,jlpurvis2001,2004/08/15,4,4
355,Spider-Man 2,Excellent sequel,"I went to my local cinema to see this film about a year ago with my grandma who went with me, i didn't think i would like it that much because i didn't understand the first one very well but i just wanted to get out of the house. But i loved it with its fantastic special effects ,great action scenes, great super villain, great super hero great acting and a dash of humour. Something for everyone even my grandma sat there enjoying every single minute of it. After the film finished i came out of the cinema thinking WOW what a great film i wanted it on DVD when it first came out i didn't get it then and i still haven't got it but i saw it at the Imax and that was the ultimate experience. 10/10 a must for fans of the first or if you're bored and need something to entertain you. Thanks for reading.",10.0,edmunddavies21,2005/09/18,3,3
356,Spider-Man 2,One of the greatest comic movies I've seen so far!,"it had everything that i wanted to see in a movie, action, good comedy sequences and enough romance to suit even me, they couldn't of picked a greater actor to play doc ock Alfred Molina was great to watch and the fight scene with spider-man and ock on the train made me and my whole family go wow and with harry Osbourne i really liked his development to the new goblin, i would love to think that doc ock is alive somehow so if ever they make a spider-man movie based on the Sinister Six he would be apart of it, i would recommend this movie to anyone after the perfect comic book movie...woo this is my first comment on a movie, this is the best of the spider-man movies",10.0,leviathan240291,2007/07/19,10,7
357,Taxi Driver,At a Glance: Taxi Driver,"Giving this movie more than just a quick look should be named a mistake already. Through all of things it covers such as the Political Campaign to Sport and his girls, are only a small thought in the true Character study of Travis (De Niro). Its not really a day in the life of someone who's crazy, but a life of hardship and loneliness that has been brought to this very point the viewer is witnessing. If you watch the movie for more than ten minutes or review and try to get a better understanding you'll notice different details about what the movie is actually trying to display. ** SPOILERS ** The movie starts off in New York City where we first see Travis applying to be a night shift cab driver. He claims to not be able to sleep at night and drives around. Through the movie we evaluate how lonesome and anti-social he is by how many times he fails to befriend or make conversations with others. Through messing up a relationship with a woman working at campaign office, and other faults such as a murderous man in his cab, a teen aged prostitute, and the ""Scum"" observed on the streets, Travis slides deeper into a disturbed mental state which causes him to become violent and stand up against what he's finds wrong through the film. He attempts to assassinate the presidential candidate through the movie that Betsy supports because like Sport (Harvey Keitel) to Iris (Jodie Foster), he is a man holding her back from being set free or being with him.**THE ENDING**If you've seen the movie you would be aware of the ending that almost donned the film an X rating.Iris is declared free and is sent back home to her family. (this is the only part of the ending we can actually call true)Ending 1: The Viewers misunderstood, but emotionally well ending.After the massacre Travis spends time healing in the hospital and is eventually released and named a Hero by the press. Iris's family give him thanks for rescuing her and being such a good person. Life returns to normal and he continues to drive his taxi, he picks up Betsy and a fare. Through confidence they speak and she is impressed by his actions, she asks how much and but he doesn't take her money. Travis is finally known and loved for protecting the girl and taking wrong doers off the streets. Accomplished. Driving off he views himself in the mirror, and a piercing noise dissuades his attention and his mirror gets moved trying to view something in the street. This ending could be called true by the possibility of a sequel in the works.Ending 2: The Satisfying and perfect character study ending.Through the film we watch Travis go from being a sort of normal guy just trying to get by, from the end he slips up and finds himself working between assassin and vigilante. We watch him kill the people holding Iris from living what would be a normal life, and see him being wounded in the process. As the police come in Travis his fingers to his head like a gun and you see when his head tilts back his eyes roll back. In film thats dignified as a characters death. Directly after the scene, we notice Travis's life has improved and he has been renown as a hero by the press, thanked by Iris's family, a good guy, and also confident to the woman he's been trying to get the entire movie. Travis finally has the satisfaction he's been looking for the whole time, but doesn't it seem like its happening rapidly together? In the film you have watched Travis's persona changing along with the character analysis. Knowing his goals the entire time you finally get to see them flourish, after the tone of the film changes entirely. To the Point where Travis tilts his head back, to where he adjusts his mirrors, your seeing his fantasy and fulfillment he was always wishing for. To be seen and noticed, as a hero or maybe even less. Travis is finding satisfaction in what isn't actually true, as his last dying thoughts. He doesn't notice something in the rear view mirror with a sharp noise, he vanishes from his sight because he isn't truly there. His life has ended and his fantasy has finished along with the film. As the movie is a character study for insanity this ending would be perfect because you see him from his good descent to a vigilante to his last dying thoughts of love and being noticed he dreamed of. It makes the movie beautiful and worth all of the hype just to see, his character as detailed and deformed as it is. I can watch it over and over and notice something else every time. The ending is haunting every time, no matter how you think about it because it leaves you with a 'what just happened'? If it means a sequel to find out what happened with fiction or reality, life or death for Travis. I Think i would rather keep the mystery",10.0,johnXny,2011/02/22,11,6
358,Taxi Driver,Wow...,"The story follows Travis Bickle, a lonely taxi driver in New York City with some pretty big mental and social issues. He makes a lot of small talk and he struggles connecting with people throughout the film. He plots to murder a presidential candidate known as Palantine and a guy who has a sexual relationship with an underage prostitute. He also grows fond of a woman that works with, but he struggles making a good impression.Taxi Driver is a movie that I have always wanted to watch, but I have been a bit nervous about how I would view the film. However, I really wanted to start watching a couple more really acclaimed films before I go back to school. This seemed like the perfect film to watch on a night like this. Little did I know how much I would fall in love with the film in every scene.I am just going to say it. Taxi Driver is one of the best movies that I have watched since I have been in quarantine and I have seen a bunch of films since my school closed. Seriously, it is in my top 10 at least. I cannot remember the last time I watched a drama where I was so engrossed into the story and world of a film. It is one of the few films that truly sucked me into a new world that made me anxious about what was going to happen next. Every scene in this film is spectacular. I cannot really think of a favorite scene. It is hard to think about where to start with this movie. Taxi Driver is one of those films that has multiple layers to the story. It is about the violence that goes on the street, it is about insanity, it has some themes about how underage prostitution is absolutely immoral and it is ultimately a character study. The film is about Travis Bickle and how he deals with everything surrounding him. It is about his descent to madness that drives his actions and makes him view the world the way he views it. Travis is one of the most unpredictable characters I have ever seen in a film. I never knew what he would do next in any scene that he is in. That is one of the reasons why I found the film to be so tense. He is a pretty morally grey character and one of best ones I have seen. Yes, he does some creepy things, but he also does some good deeds throughout the film. His friendship with Iris is a great example of his good side. He is a great protagonist that I really did not know whether to root for or root against. His motivations are terrific as well.Robert De Niro's performance as Travis Bickle is nothing short of phenomenal. Every single line of dialogue and every expression he gives lands flawlessly. It is one of the best performances I have ever seen. A standout scene is one where Bickle is in the cab with another man who is just threatening to murder his own wife. I could feel De Niro's expression of fear and discomfort during that scene. He is playing as a character who has gone pretty crazy, but here, it looks like he is going have a heart attack hearing the way this guy is talking. It is one of the best acted scenes I have ever seen. De Niro's performance is absolutely spectacular.As for the rest of the cast, Jodie Foster plays as Iris and she is terrific in the role. She is a standout with her performance and the breakfast scene is a perfect example of it. She was just so natural in the entire scene. Nothing from her performance felt melodramatic or forced. It is even more impressive considering how young Foster was during the making of this film. Harvey Keitel plays as Sport, the antagonist I think? He was fantastic in the film and he was probably one of the most despicable villains I have ever seen in a film. It is a bit hard to notice at first, but it truly shows the more you think about his grotesque actions. Keitel played this character perfectly. Cybil Shepherd plays as Betsy and she only had a couple of scenes, but they did not waste a single moment with her. Shepherd delivers a great performance and Betsy was surprisingly good character. She plays a pretty significant role on showing what Travis' character and personality is like. The rest of the supporting cast is amazing too. All of the supporting characters are significant to the plot because they all have an affect on Travis in some way.The tone and pacing are both perfect. This film is really dark and there is pretty much no humor to speak of. It works with the story because there is really nothing that could be funny in here. Some stories in film work even better without any humor. Not many, but there are a couple of them out there. Taxi Driver is one of those films. The film is about awkwardness and tension and the tone delivers on that. The movie is perfectly paced. It is neither too fast nor too slow. It allows the story and characters to develop accordingly and it builds on the tension of the climax with each scene at such a smooth rate. This movie has some of the most flawless pacing I have ever scene. It is a good reason why the film is so engaging.The cinematography is stunning and it holds up beautifully. There are so many impressive shots in this film including an impossible shot that took me by complete surprise. More than anything though, the cinematography is great because it captures that mysterious, scary tone of the city at night. Every scene that takes place in the cab at night is haunting to look at. The dull colors make the lights stand out even more. Speaking of lighting, the lighting is very creative as well. It is easy to see all of the conversation scenes that take place at night as well as any action that takes place. The lighting in the cab scenes are particularly superb and unique. The cinematography is amazing and just about every shot is interesting to look at.The climax is one of the most intense and insane that I have ever scene. It is brutal to watch as it is nail-biting. It is also very well-shot and edited. It was never confusing. It was just full of tension and blood. I legitimately did not know how this film would end and the climax surprised me as well. The soundtrack is terrific. Every musical piece fits the song perfectly. There is some catchy jazz music throughout, but the best piece of music is the moment after the climax where you hear this eerie piece of music. It is one of the most haunting bits of music I have ever heard. It made me feel like I was walking in the aftermath of the bloodbath that took place in the climax. Again, it is weird, but music can make a movie feel more like an experience sometimes and the soundtrack of this film did just that. The credits song was great too.In a nutshell, I liked Taxi Driver. In fact, I liked it more than I ever thought I would. It is so different from anything that I have ever seen. Not only those it bring some thought-provoking ideas to the table, but it also has one of the best and most interesting stories in a film. This is the first Martin Scorsese film that I watched and I did not know if I would like his films or not. Now, I want to watch all of his films after this. Taxi Driver is one of the best movies I have ever seen and it might be a new favorite for me.",10.0,jaredkjacoby,2020/07/17,12,12
359,Goodfellas,In one word: perfection,"Needs to be seen to be believed; in one word: perfection. Every frame, every voice-over, every song - it all comes together at the exact right moment to create the perfect film experience. This film makes you really understand and feel what makes the American mafia so compelling; in the eyes of a kid, who was unfortunate enough to grow up in a tough neighborhood, those gangsters are rock stars. Live fast, die young - but when you die, it ain't gonna be of a glamorous suicide or drug overdose - the ending will be brutal, ugly and sad. And it may very well be one of your best friends that will blow your brains out.I'll never get tired of watching Goodfellas; the entertainment value of this film is just amazing. It doesn't happen very often that every person involved in the process of making a film is at the peak of his/her game. And rarely do art and entertainment come together the way they did here. Storytelling with impeccable pacing, this is what it's like when a master composer conducts his masterpiece. All hail the king; the most versatile and talented filmmaker of his generation: Martin Scorsese.My vote: 10 out of 10Favorite films: IMDb.com/list/mkjOKvqlSBs/Lesser-Known Masterpieces: imdb.com/list/ls070242495/Favorite Low-Budget and B-Movies: imdb.com/list/ls054808375/Favorite TV-Shows reviewed: imdb.com/list/ls075552387/",10.0,gogoschka-1,2013/12/17,333,301
360,The Green Mile,Excellent! Tom Hanks leads a wonderful cast in this great movie,"What an excellent movie this picture was. When I first saw the trailers in October, I thought it might be pretty good.The Green Mile exceeded my expectations. Tom Hanks leads a wonderful cast in this movie which stands out by far from most others. If you liked Shawshank Redemption, you'll love this one. I've realized just how good Stephen King can write, now that I've seen this and Shawshank. It's three hours long, and worth every minute of it. It touched me in many ways. I was fortunate enough to see it twice. And I will buy it on dvd as soon as it is available. The Green Mile will certainly become a classic. Go see it, you won't be disappointed.",,jettaman,2000/02/10,37,26
361,Taxi Driver,Don't waste your time!,"I love thrillers, but this movie just isn't it. I couldn't pay attention for more than 10 minutes in a row because it was so boring. The plot makes no sense and it seems that the characters have no purpose in the movie - their stories don't connect and you can't seem to understand what's going on. Wouldn't recommend.",1.0,analuizahcw,2020/05/11,11,6
362,Taxi Driver,Unrelenting descent into one man's private hell.,"One of the most talked about films of all time is Martin Scorsese's Taxi Driver, it has been pored over, analyzed, and dissected to within an inch of its life it would seem.Taxi Driver is something of a bad dream, it's like we are privy to the melt down of the man next door because Travis Bickle has a certain level of believability, and it's this fact that makes Taxi Driver such a riveting and skin crawling delight. We see New York from the confines of Travis's Taxi Cab, the grim and grime of a dead beat society is itching away at the viewer because of the claustrophobic nature of the viewpoint, we see thru Travis's eyes, his shifty tortured eyes. This grim urban play gains maximum impact from Bernard Herrmann's score, one moment we are listening to a jangly pornographic sounding jazz/blues fusion and then we get Travis accompanied by judder music, unstable judder music! Michael Chapman's cinematography is appropriate to the feel of the film, some how it feels off kilter to further emphasise the unease unfolding on the screen.The supporting cast are as impressive as they are memorable, Jodie Foster lays down a marker that she thankfully continued to improve upon, Cybil Shepherd gets to look pretty and convince as the intrigued but cold Betsy, whilst Harvey Keitel manages to get away with sleazy pimp portrayal by enthusing the character with menace without the histrionics.It's Robert DeNiro's show all the way tho, everything that has been said and written is true, he has the viewer firmly in his hand, from the portrayal of the uncomfortable loner at the start, right to the mohawk wearing crusader at the end, he scares and enthrals in equal measure. He is Travis, and no greater compliment I can pay his performance than to say that I feel I'm along for the ride with Travis, he has my undivided attention, always!One of the best films of the 70s. 10/10",10.0,hitchcockthelegend,2008/03/04,21,13
363,The Green Mile,Another period prison based Darabont masterpiece!,"In every way, this is a wonderful film and IMO deserves a rare 10/10 because it's hard personally for me to see how it could have been made any better. Hugely touching, emotive on every human level, a brilliant storyline, by all accounts a faithful screenplay and wonderfully cast. It's long, but the time flies.Hanks is superb here as is the inspired choice of Michael Clarke Duncan and in fact all of the cast. Even the mouse was brilliant!SPOILERS:It's the story of a simple man wrongly convicted of the worst type of crime. Set in a time where there is no real recourse to justice for such men and with a subplot that becomes the main focus of the film. Is John Coffey a gift from God and if so why are we allowing him to be legally murdered? That he ultimately doesn't mind, doesn't ease Paul's pain or the viewers pain at what we are watchingBoth Bitterbuck and Delacroix will make you question the death penaltyPercy's grossly offensive behaviour will make you question your humanity Paul Edgecomb will make you realise what a fantastically emotive actor Tom Hanks is and Duncan's John Coffey will make you weepHats off to you Mr Darabont once again and thank you for a truly beautiful film.",10.0,symonm,2011/06/14,21,17
364,Goodfellas,The Truth About The Mob,"Martin Scorsese explores the life of organized crime with his gritty, kinetic adaptation of Nicolas Pileggi's best-selling Wiseguy in Goodfellas.It stars Robert De Niro,Joe Pesci and Ray Liotta.This is a true-life account of mobster and FBI informant Henry Hill,who happens to be a small time gangster that takes part in a robbery with Jimmy Conway and Tommy De Vito.His two partners kill off everyone else involved in the robbery, and slowly start to climb up through the hierarchy of the Mob. Henry, however, is badly affected by his partners success and decided to bring about the downfall of his mob partners.Goodfellas has one great achievement about organized crime and the mob.It portrays the benefits of being part of the mob and at the same time puts guilt upon them and never glamorizes them one bit.Also,it narrates man's constant lust for power and greed.Overall,this is one great crime classic.",10.0,Desertman84,2011/10/26,10,6
365,Goodfellas,"Not a bad movie, but not that great either","Typical Scorsese effort: average crime movie script dressed up with great acting and pretentious, way overly stylish camera-work.I'm amazed this movie holds anyone's attention, let alone earns the ""best movie ever!"" praise you hear about this one. As I said, I didn't think it was bad, it was just wasn't that good. I had to force myself to keep watching, trying once again to see what other people see in Scorsese. I get the feeling all the praise and accolades heaped on him are just a big prank being played on me.At least the Godfather was an actual good movie, although certainly no masterpiece.A far, far better movie than this that came out around the same time would be Miller's Crossing. It's actually entertaining--you don't feel like killing yourself after watching it for just a few minutes, which is another thing about Scorsese I don't like. His slickness, bleak subject matter, unredeeming violence all combine to create an effect like a low-frequency earthquake hum or day-old shellfish--it's nauseating and depressing. I honestly spend the rest of the day depressed and joyless after watching a Scorsese film. You may say that's the power of the film maker, but I say that's simply the power of the subject matter. Manos: the Hands of Fate is pretty depressing for much the same reason.Art shouldn't always be uplifting (I love Bicycle Thief and the Year of Living Dangerously) but if it's going to put such misery on the screen then it should have a good reason for doing it and it should teach me something.A good example of how hollow the praise for Scorsese and his works rings is the famous Copacabana scene, a two or three minute steadicam shot following two characters from the outside of a nightclub as they wind through the kitchens and so forth and end up at their table. Scorsese's fans call this ""the best shot ever."" As I said, it's a long shot of a fellow getting a table. Kubrick did great tracking shots too, but the key to a great tracking shot, like any shot, is that it communicates something significant to us, puts us in the state of mind of the characters, etc. But this was just some people walking to their table. The difference is contextual and often subtle, but it's there.",4.0,KubricksRube,2007/02/27,141,64
366,Spider-Man 2,Superior sequel that lacks vitality,"Before I start, let me say that I thought Spider-Man 2 was superior in every way to Spider-Man 1, but one.Honestly, I don't know what it was about Spider-Man 2 that I found lacking. While it was a better movie with excellent effects, great performances, well-conceived plot elements, and beautiful film shots, it still felt ""flat"" in comparison to Spider-Man 1. Perhaps it was the fact that Peter had to surrender the mask this time. Or maybe it's that he wants to be with MJ so badly, but can't find the intestinal fortitude to be happy AND a super hero. Or it could be that I expected much more with a $61M budget increase. Whatever the dilemma, apparently it was felt by other movie-goers, since the return for that increased budget was down $23M from the first installment.This was like Superman 2 in that our hero chooses to be an earth-bound human to be with the gal he loves, discovers there's a new menace and immediately regrets his decision. Perhaps that was why it felt ""flat."" It's been done. But then again, what hasn't? This was a superior story with superior effects and action sequences that looked realistically played out rather than the CGI mess that was the first installment.Peter coming clean with Aune Mae was a difficult scene to watch. It was a courageous step on the character's part, and Aunt Mae reacted much the way I expected she would which lent a believable tone to the scene. The villain this time around is done extremely well. Gone is the camp of the first installment's treatment of the nemesis, and enters an age of superior CGI. After Spider-Man 1's Green Goblin, I was frankly reluctant in seeing this chapter. I'm glad, now, that I have. Doc Ock is malevolently beautiful in both design and execution. I thoroughly enjoyed his character.While the first Spider-Man rates a 7.4 (at IMDb) and received two Oscar nominations and Spider-Man 2 received none (but strangely, receives a 7.9 rating here at IMDb) the second installment was definitely above the original in every noticeable way. Yet it grossed less with a bigger budget and received no special effects Oscar nominations like the inferior Spider-Man 1 did, which leads me to believe that the lacking element, whatever that may be, affected more than just this movie Fiend.It rates an 8.2/10 from...the Fiend :.",8.0,FiendishDramaturgy,2005/01/17,24,14
367,Spider-Man 2,Enter Dr. Octopus!,"I have never been a big fan of the first Spider-Man movie, but I have to agree that its sequels, especially 'Spider-Man 3' have finally won me over. I've been a Spider-Man fan for a rather long time, but the Green Goblin has always been, to me at least, the lamest villains in Spider-Man's villains galore. Dr. Octopus isn't really the coolest one in the bunch either, but growing up I kinda liked him and his movie incarnation presented a nice multi-level character.The second Spider-Man has the convincing CGI effects but is also miles more interesting and comedy-packed than its predecessor, which is why I liked it so much. Though some parts of it are borderline cheesy there's enough to keep the film grounded.Only the middle-part of the film seemed horridly stretched out and a little boring though its nice to present Spider-Man having problems. I also wasn't irked by the revelation of his identity to a number of individuals, but in some places the film just seemed to lose its pace at times.However, the film undoubtedly has all the right ingredients of a great film. It doesn't compare to Spider-Man 3 in terms of plot, but it definitely has a memorable cast and is in most ways superior to the first one. Definitely recommendable.",8.0,TheHande,2007/05/19,3,3
368,The Green Mile,Amazing and captivating rendition of the novel.,"The length of the movie was perfect. It kept to the story to an amazing degree. The few changes didn't hurt the feeling nor the telling. The story itself is stirring and captivating. The casting of the parts and their portrayal were right on. This is one of the best movie versions of a Steven King novel I've ever seen, and I think I've seen them all. If you're prone to tears at a film, take extra tissues, you'll need them. The theater I was in was a mass of sniffles through the end credits. If you like fantasy/drama the film cannot be missed. There are some graphic scenes that may upset some, but this is Steven King. This is a movie I plan to add to my video collection as soon as the Letter Box version hits the shelves.",10.0,thomaseb,2000/01/31,193,162
369,Goodfellas,Inside The mob,"Meet Henry Hill (Ray Liotta). He grew up in a marginal neighborhood on the Brooklyn - Queens line near JFK Airport. The neighborhood is working class but colonized by the mob. Local boss Paul ""Paulie"" Cicero (Paul Sorvino) superintends the neighborhood like a feudal lord.Paul Sevino carries the part of a low level mob boss with grace and dignity persuasively Italian without indulging in stereotypes.Though not eligible for induction into the ritual laden Italian Mafia, Henry Hill and his occasional co-conspirators Jimmy Conway (Robert De Niro) and Tommy DeVito (Joe Pesci) are allowed to hang onto the fringe of the high life of organized crime.Joe Pesci indulges more of the stereotypical Italian gangster: ruthless and earthy somewhat lacking in the class Servino brings to that role. Even though Pesci leans on certain stereotypes he manages to make a joke out of them. ""Imagine,"" Tommy Devito frankly observes, ""prejudice against Italians in this day and age."" But be careful not to laugh too hard with Tommy. He guns down a made Mafioso for indulging in fun at Tommy's expense.Tommy Devito, Jimmy Conway and Henry Hill may not be formally inducted Mafioso. They're called wise guys or goodfellas. While they're not official member of the Italian mob, they are involved in some of the major mob operations such as truck-jacking and airport heists including both the Air France and Luftansa raid.There are others at the extreme periphery of the mob including Morris 'Morrie' Kessler (Chuck Low) who furnishes comic relief right up to the point calculating Jimmy Conway decides to rub Kessler out rather than pay Kessler his share of the Luftansa heist.But money is not the sole object of the wise guys. Heck they blow it all on the track. It's the life.Declares Henry Hill, ""we're movie stars with muscle! Real life Italian - American Ray Liotta plays Henry Hill, the product of s strict Irish father and a saintly Italian mother well. Unlike his running buddy Tommy Devito, Henry has a certain charm he carries in the twinkling of blue eyes. He's one more likely to use persuasion than muscle when that's possible, but he's ready to administer a beating when that's required.As long as wise guys kick money upstairs to Uncle Paulie, life can be beautiful. There are certain bounds: No Drugs and the penalty is the ultimate one for violating this rule. Will the temptation to make the big money selling drugs bring the high life of the wise guys down?",8.0,deanofrpps,2007/07/29,7,4
370,The Green Mile,this movie can tear emotions out of anyone.,"i expected this movie to be a normal and i just want to see it for Tom Hanks but as movie goes through i cry,i laugh and there comes a feeling which can't be described in words. i rate this movie as the best i have ever seen. some moments in the movie makes me hold my bed pillow in the tightest ever grip. i can guarantee that this movie will leave an impression in your mind for a long time. i even say that this movie is better than shawshank redemption.fantastic story, brilliant acting,mind boggling feelings and overall an unforgettable drama. if you have watched 1000 movies and not this then your movie watching journey is incomplete.i will also make sure that even my next generation should watch this one.",10.0,deepaknarwal88,2009/12/02,229,220
371,Taxi Driver,Typical 70'ies trash...,"Taxi Driver is one of the most overrated movies of all time. I'ts considered a masterpiece but let me tell you, it's not. The running time of a little under two hours drags a long at such a slow pace that it feels like 3 hours. Robert De Niro is convincing as the unstable Travis Bickle and he's the only reason I was able to watch the whole movie. This is a typical 70'ies movie. It's depressing with an annoying misplaced soundtrack. And peoples clothes and haircuts makes it impossible to take it seriously. If you expect this movie to be a vengeance movie, you will be disappointed. Nothing happens for the first hour and a half. Travis drives fares all over New York, dates some pretty blonde, until she dumps him and every 5 minutes you have to listen to his annoying monologue. And then when something does finally happen, it's over in 5 minutes. Realistic? probably, but also extremely boring. Harvey Keitel is unconvincing as Matthew the pimp selling out Iris (Jodie Foster) Jodie Foster is hardly in the movie at all. Save yourself the boring torture and find the famous ""you talking to me"" speech on YouTube. I sure wish I had.",1.0,tstudstrup,2016/10/09,44,18
372,Taxi Driver,A Major Borefest,"What a sorry excuse of a movie and a waste of 2 hours of my life. Don't get me wrong, I like old movies, from the musicals, to the epics and any well acted movies. I bought the DVD thinking that this was a highly rated classic from the 70s. What it really is actually is a 2 hours borefest with dull acting and practically nothing happening for the first 65-70 mins of the movie. The story revolves around a lonely 26 years old taxi driver that was a loner and outcast and clearly have physcological issues. His ill-conceived atttempts to woo a young women named Betsy backfired and push him finally into mental instability.Then as if suddenly realizing that there is clearly nothing much in both the script and the story line in this sorry excuse for a movie, the Director saw fit to inject the last 10 mins with a meaningless violent bloody gunfight. The entire movie is so meaningless that people must be blind to rate this as a classic.I urge anyone thinking of renting or buying this movie to think twice. Don't throw away 2 hours of your life watching this piece of crap.",1.0,bl232,2011/05/17,186,92
